Species	F1	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F2	F3	F4	F5	F6	F7	F8	F9	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S4	S5	S6	S7	S8	S9
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Butyricicoccaceae;G__Butyricicoccus;S__Butyricicoccus faecihominis strain KS-2	53.0	230.0	0.0	229.0	634.0	363.0	60.0	208.0	97.0	128.0	29.0	69.0	40.0	0.0	107.0	32.0	107.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__;G__Flintibacter;S__Flintibacter butyricus strain BLS21	754.0	2062.0	1962.0	757.0	1241.0	3214.0	2352.0	3250.0	1085.0	1073.0	905.0	367.0	240.0	227.0	2800.0	172.0	59.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__;G__Colidextribacter;S__Colidextribacter massiliensis strain Marseille-P3083	15.0	0.0	0.0	0.0	53.0	105.0	124.0	168.0	133.0	18.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Peptostreptococcales;F__Natronincolaceae;G__Alkaliphilus;S__Alkaliphilus crotonatoxidans strain B11-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Christensenellales;F__Christensenellaceae;G__Christensenella;S__Christensenella hongkongensis strain HKU16	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Acutalibacteraceae;G__Hydrogeniiclostridium;S__Hydrogeniiclostridium mannosilyticum strain ASD2818	0.0	14.0	38.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Oscillospiraceae;G__Faecalispora;S__Faecalispora jeddahensis strain JCD	41.0	838.0	350.0	189.0	82.0	83.0	57.0	2401.0	198.0	129.0	63.0	26.0	59.0	146.0	166.0	280.0	8.0	327.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__;__;__	55.0	41.0	61.0	0.0	92.0	164.0	123.0	448.0	130.0	0.0	15.0	26.0	20.0	11.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Bacilli;O__Lactobacillales;F__Streptococcaceae;G__Streptococcus;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	3.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Simiaoa;S__Simiaoa hominis strain H15	21.0	113.0	56.0	163.0	95.0	1161.0	193.0	184.0	236.0	65.0	12.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Oscillospiraceae;G__Tepidibaculum;S__Tepidibaculum saccharolyticum strain STR9	497.0	5.0	0.0	0.0	551.0	1907.0	1078.0	222.0	1136.0	2507.0	138.0	953.0	980.0	621.0	1944.0	974.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Oscillospiraceae;G__Paludihabitans;S__Paludihabitans psychrotolerans strain NC1253	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Bifidobacteriales;F__Bifidobacteriaceae;G__Bifidobacterium;S__Bifidobacterium aesculapii strain MRM 3/1	643.0	0.0	525.0	0.0	364.0	180.0	173.0	897.0	489.0	371.0	1564.0	635.0	1476.0	1187.0	1074.0	1950.0	0.0	1380.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0	635.0	0.0	0.0	0.0	0.0	0.0	6.0	86.0	9.0	0.0	27.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Micrococcales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	20.0	843.0	365.0	3312.0	944.0	400.0	2393.0	408.0	906.0	237.0	801.0	885.0	1049.0	864.0	1508.0	589.0	1004.0	2740.0	2131.0	1335.0	712.0	2906.0	2083.0	1551.0	1812.0	523.0	944.0	209.0	386.0	139.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Micrococcales;F__Cellulomonadaceae;__;__	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Micrococcales;F__Micrococcaceae;G__Kocuria;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Actinomycetales;F__Actinomycetaceae;G__Actinomyces;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	32.0	0.0	25.0	0.0	0.0	0.0	0.0	31.0	0.0	178.0	3.0	0.0	2.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Actinomycetales;F__Actinomycetaceae;G__Actinomyces;S__Actinomyces oralis strain Marseille-P3109	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	13.0	934.0	28.0	36.0	351.0	45.0	118.0	261.0	196.0	124.0	74.0	63.0	37.0	109.0	73.0	330.0	72.0	270.0	46.0	65.0	26.0	411.0	314.0	161.0	407.0	65.0	131.0	69.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Actinomycetales;F__Actinomycetaceae;G__Ancrocorticia;S__Ancrocorticia populi strain sk1b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Micrococcales;F__Micrococcaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	819.0	101.0	2146.0	429.0	184.0	643.0	7003.0	1724.0	0.0	149.0	1389.0	2489.0	26.0	45.0	5271.0	806.0	314.0	416.0	9507.0	1184.0	2377.0	2600.0	99.0	2726.0	919.0	1881.0	788.0	158.0	434.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;O__Actinomycetales;F__Actinomycetaceae;G__Actinomyces;S__Actinomyces bouchesdurhonensis strain Marseille-P2825	0.0	77.0	48.0	0.0	0.0	9.0	4.0	0.0	20.0	0.0	249.0	0.0	0.0	0.0	15.0	0.0	0.0	42.0	86.0	825.0	395.0	875.0	77.0	1699.0	0.0	460.0	663.0	1334.0	4833.0	2046.0	796.0	652.0	101.0	141.0	363.0	169.0	529.0	1135.0	378.0	250.0	468.0	106.0	496.0	1003.0	621.0	812.0	541.0	880.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Eubacteriaceae;G__Acetobacterium;__	0.0	6.0	109.0	34.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Oribacterium;S__Oribacterium sinus strain AIP 354.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1542.0	560.0	1037.0	294.0	1280.0	1762.0	812.0	1188.0	1546.0	3078.0	875.0	2407.0	557.0	431.0	597.0	1401.0	381.0	492.0	31.0	1007.0	157.0	1274.0	179.0	353.0	1487.0	1863.0	1722.0	603.0	828.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Blautia;S__Blautia brookingsii strain SG772	364.0	1577.0	5140.0	79.0	708.0	1214.0	140.0	573.0	1745.0	953.0	3677.0	452.0	346.0	167.0	547.0	959.0	0.0	0.0	1533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Anaerotignaceae;G__Anaerotignum;S__Anaerotignum lactatifermentans strain G17	31.0	238.0	0.0	0.0	0.0	52.0	34.0	9.0	146.0	84.0	0.0	0.0	18.0	44.0	64.0	79.0	82.0	0.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Anaerotignaceae;G__Anaerotignum;S__Anaerotignum aminivorans strain SH021	0.0	19.0	26.0	0.0	9.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	15.0	0.0	14.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Anaerotignaceae;G__Anaerotignum;__	9.0	0.0	0.0	0.0	9.0	0.0	5.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;__;__;__	16.0	104.0	154.0	25.0	7.0	24.0	11.0	9.0	0.0	10.0	38.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Anaerosporobacter;S__Anaerosporobacter mobilis strain IMSNU 40011	241.0	2784.0	1453.0	88.0	532.0	411.0	179.0	2433.0	1756.0	566.0	6044.0	262.0	203.0	922.0	240.0	1295.0	1738.0	942.0	1290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Negativicutes;O__Acidaminococcales;F__Acidaminococcaceae;G__Phascolarctobacterium;S__Phascolarctobacterium wakonense strain MB11	0.0	266.0	369.0	628.0	325.0	563.0	490.0	0.0	736.0	0.0	0.0	0.0	0.0	81.0	399.0	239.0	169.0	616.0	904.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Coriobacteriia;O__Coriobacteriales;F__Atopobiaceae;G__Olsenella;S__Olsenella lakotia strain SW165	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	18.0	7.0	0.0	16.0	168.0	112.0	0.0	14.0	15.0	7.0	0.0	0.0	0.0	0.0	5.0	0.0	10.0	14.0	0.0	0.0	19.0	0.0	0.0	46.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Peptostreptococcales;F__Peptostreptococcaceae;G__Asaccharospora;S__Asaccharospora irregularis DSM 2635	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Syntrophococcus;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	508.0	191.0	499.0	848.0	784.0	335.0	275.0	363.0	970.0	892.0	700.0	238.0	477.0	197.0	190.0	543.0	153.0	995.0	93.0	1665.0	303.0	2091.0	125.0	60.0	680.0	337.0	813.0	570.0	389.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Jutongia;S__Jutongia hominis strain BX3	0.0	0.0	0.0	0.0	176.0	1278.0	0.0	516.0	69.0	429.0	0.0	34.0	0.0	0.0	13.0	23.0	0.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Blautia;__	462.0	1990.0	579.0	680.0	906.0	249.0	1755.0	226.0	806.0	463.0	6090.0	1120.0	556.0	910.0	57.0	198.0	638.0	0.0	1041.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	6.0	0.0	35.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Blautia;S__Blautia phocaeensis strain Marseille-P3441	297.0	464.0	3558.0	1725.0	484.0	736.0	1373.0	209.0	846.0	949.0	1280.0	271.0	353.0	322.0	1635.0	168.0	119.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Eisenbergiella;S__Eisenbergiella tayi strain B086562	0.0	84.0	224.0	111.0	54.0	22.0	12.0	0.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	26.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Claveliimonas;S__Claveliimonas monacensis strain Cla-CZ-80	0.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Enterocloster;S__Enterocloster citroniae strain RMA 16102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Hominisplanchenecus;S__Hominisplanchenecus faecis strain CLA-AA-H246	95.0	0.0	0.0	243.0	91.0	763.0	235.0	11.0	908.0	0.0	64.0	92.0	56.0	74.0	0.0	10.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Hespellia;S__Hespellia porcina strain PC80	0.0	0.0	0.0	0.0	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Hungatella;S__Hungatella hathewayi strain 1313	0.0	25.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Catenibacillus;S__Catenibacillus scindens strain CG19-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Anaerotaenia;S__Anaerotaenia torta strain FH052	0.0	0.0	0.0	0.0	0.0	29.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Aristaeellaceae;G__Aristaeella;S__Aristaeella hokkaidonensis strain R-7	268.0	9.0	0.0	0.0	33.0	1001.0	575.0	869.0	120.0	40.0	511.0	724.0	151.0	79.0	345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Thermoleophilia;O__Solirubrobacterales;F__Parviterribacteraceae;G__Parviterribacter;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Aristaeellaceae;G__Aristaeella;__	42.0	454.0	0.0	0.0	74.0	184.0	29.0	287.0	116.0	23.0	222.0	45.0	12.0	31.0	17.0	32.0	27.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Bacilli;O__Bacillales;F__Paenibacillaceae;G__Paenibacillus;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;__;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Coriobacteriia;O__Eggerthellales;F__Eggerthellaceae;G__Ellagibacter;S__Ellagibacter isourolithinifaciens strain CEBAS 4A	10.0	0.0	0.0	0.0	11.0	33.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Eubacteriales Family XIII. Incertae Sedis;G__;S__Eubacterium sulci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	120.0	0.0	11.0	11.0	27.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	4.0	45.0	7.0	10.0
K__Bacteria;P__Actinomycetota;C__Coriobacteriia;O__Coriobacteriales;F__Coriobacteriaceae;G__Collinsella;__	122.0	0.0	0.0	0.0	220.0	253.0	299.0	0.0	189.0	0.0	4650.0	326.0	352.0	69.0	116.0	29.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
